id,customer_id,status,created_at,backer_id,shipto_address,shipto_state,shipto_postalcode,subtotal,tax,store_name,delivery_amount,order_total,delivered_at
8906,191,Delivered,1398516921,26,6789 Jana Place,OR,96060-1586,222.5,13.35,UberFresh,11.61,247.46,1398613733
8907,602,Processing,1398605471,161,82 Kedzie Place,OK,40009-0451,31.25,1.875,UberFresh,15.09,48.215,
8909,703,Delivered,1401636293,102,28450 Dayton Pass,ME,52649,261.25,15.675,UberFresh,14.4,291.325,1401714503
8912,345,Processing,1395441550,,486 Park Meadow Lane,MN,44559-1854,65.25,3.915,UberMelonX,5.42,74.585,
8914,433,Processing,1395613447,,940 Darwin Plaza,AK,22805-9732,59,3.54,UberMelonX,10.99,73.53,
8915,704,New,1398347678,,29 Lindbergh Junction,AL,10626,22,1.32,UberMelonX,4.61,27.93,
8916,517,Processing,1398352825,,48 Esker Circle,IA,11631,118.9,7.134,UberFresh,12.57,138.604,
8918,888,Out for Delivery,1395077436,52,8 American Ash Street,ND,99575,72.5,4.35,UberMelon,10.6,87.45,
8919,478,Delivered,1400767527,87,9 Burrows Drive,AZ,69436-4614,212.5,12.75,UberFresh,15.46,240.71,1400931813
8920,890,Processing,1396744842,,80 Carpenter Center,LA,04261-2903,6,0.36,UberMelon,11.72,18.08,
8922,357,Delivered,1402455474,,6 Kenwood Place,IN,68953,42.25,2.535,UberMelon,10.37,55.155,1402589652
8924,606,New,1401784002,160,70 High Crossing Drive,MT,43772-2570,777.75,46.665,UberMelonX,8.6,833.015,
8925,473,Canceled,1394327432,,062 Morning Drive,MO,93175,139.25,8.355,UberFresh,14.22,161.825,
8926,861,Processing,1395038275,,24081 Almo Park,WY,82805-4374,42,2.52,UberMelon,6.87,51.39,
8927,872,New,1394525409,172,164 Dryden Terrace,CA,28093-6874,17.5,1.05,UberMelonX,10.64,29.19,
8928,442,Canceled,1400246608,,5391 Jana Terrace,CT,44845,241.86,14.5116,UberFresh,10.93,267.3016,
8929,945,Delivered,1397558847,246,0251 Debra Pass,DE,67551,150,9,UberMelon,6.82,165.82,1397644995
8931,400,Delivered,1394402778,52,57 Russell Hill,NV,77127,37,2.22,UberFresh,6.82,46.04,1394513476
8932,707,Processing,1400667976,,1 Cardinal Lane,SD,68792,178,10.68,UberMelon,3.67,192.35,
8933,63,New,1399889399,,546 Dwight Street,NE,69858,24.25,1.455,UberMelonX,4.89,30.595,
8934,810,Delivered,1398418569,,5103 Jay Street,OR,35332,279,16.74,UberMelonX,6.82,302.56,1398447980
8935,877,Processing,1399027058,49,43189 Messerschmidt Alley,ID,93122-4409,421.46,25.2876,UberFresh,12.2,458.9476,
8936,677,Canceled,1394637453,,894 Forster Court,MT,34527,269.25,16.155,UberMelonX,16.25,301.655,
8937,190,Out for Delivery,1401148577,183,98120 Eliot Drive,AL,37224-7678,69.25,4.155,UberFresh,12.64,86.045,
8938,207,Processing,1401659415,12,12460 Village Green Point,VT,13730,187.5,11.25,UberMelonX,11.22,209.97,
8939,404,Delivered,1394950191,,941 Iowa Plaza,CA,23889-3441,149.5,8.97,UberMelonX,6.99,165.46,1394982840
8940,23,New,1401094537,79,4206 Raven Center,CT,58997,404.5,24.27,UberMelonX,5.99,434.76,
8941,869,Processing,1399438466,,2475 Arapahoe Street,NV,46946-9406,391.21,23.4726,UberFresh,14.8,429.4826,
8943,278,Processing,1397956304,246,58 7th Circle,KS,94067,31,1.86,UberMelonX,8.94,41.8,
8944,349,Delivered,1395990119,,49613 Columbus Crossing,ND,11456,77.75,4.665,UberFresh,16.69,99.105,1396016285
8945,369,Out for Delivery,1394141521,85,3 Hollow Ridge Crossing,AK,21846,10,0.6,UberFresh,2.9,13.5,
8946,163,Processing,1402333476,,87 Haas Circle,WY,10340-3097,24413,1464.78,UberFresh,18.16,25895.94,
8947,416,Processing,1396493619,110,58041 Green Plaza,NC,40925,8,0.48,UberMelonX,4.62,13.1,
8950,84,Canceled,1394787103,,812 Luster Drive,TN,23237-6321,53.5,3.21,UberMelonX,13.41,70.12,
8951,120,New,1399972158,,5 Acker Lane,UT,09372-6613,228.5,13.71,UberFresh,2.15,244.36,
8952,322,Canceled,1398550318,,3 Nova Place,VT,16268,37.5,2.25,UberMelon,5.7,45.45,
8953,393,Delivered,1394752202,134,7 Oxford Plaza,MN,71781-1510,35.47,2.1282,UberMelonX,3.06,40.6582,1394857675
8954,610,Out for Delivery,1401919621,,0384 Cordelia Center,NC,28222-6687,254.25,15.255,UberMelon,5.29,274.795,
8955,976,New,1400818371,140,27596 Alpine Parkway,OH,69862,53.5,3.21,UberMelon,17.59,74.3,
8957,296,Processing,1396658032,207,518 Northland Circle,LA,43405,32.69,1.9614,UberMelonX,13.33,47.9814,
8958,885,Processing,1401057379,238,08 Glacier Hill Crossing,CO,62041-3509,15,0.9,UberMelon,12.55,28.45,
8960,906,Out for Delivery,1395734439,9,6 Hollow Ridge Crossing,MO,54752-5817,33.96,2.0376,UberFresh,6.28,42.2776,
8961,25,Canceled,1396215534,170,85932 Coolidge Drive,TX,23500,24,1.44,UberFresh,3.45,28.89,
8962,284,New,1398459810,,5 Bunting Plaza,NM,41155-5249,77,4.62,UberMelon,19.78,101.4,
8963,450,Delivered,1395547228,12,5613 Kinsman Center,MA,82354-8608,100.5,6.03,UberMelonX,16.3,122.83,1395674562
8964,292,New,1399317931,36,03951 Northridge Alley,DE,68558,306,18.36,UberMelonX,4.79,329.15,
8965,244,Processing,1397432847,,0 Oakridge Street,AK,61224-8307,55.5,3.33,UberMelonX,2.97,61.8,
8966,770,Delivered,1398675153,134,46 Miller Parkway,WI,98248-5923,37.5,2.25,UberFresh,16.02,55.77,1398817323
8969,977,New,1400263151,242,45873 Dakota Park,SD,29802,20,1.2,UberFresh,19.1,40.3,
8970,176,Processing,1394312185,240,856 Sunbrook Junction,AK,5479,8,0.48,UberMelon,19.65,28.13,
8972,712,Canceled,1400508611,226,9 Namekagon Place,KS,52790,16.5,0.99,UberMelonX,16.62,34.11,
8974,679,Delivered,1400596015,,15 Packers Lane,MS,10178-1760,81.71,4.9026,UberFresh,12.67,99.2826,1400672430
8975,702,Canceled,1395528528,,910 Anniversary Junction,SC,14570,57.5,3.45,UberFresh,10.34,71.29,
8976,57,Canceled,1397198623,77,14 Bultman Road,HI,59430-8110,50.25,3.015,UberMelon,11.57,64.835,
8978,777,Delivered,1394158850,115,47 Wayridge Crossing,SD,97800,245.55,14.733,UberMelon,6.15,266.433,1394238172
8979,466,Processing,1401262136,192,8564 Graceland Center,OR,386,261.22,15.6732,UberMelon,15.74,292.6332,
8980,189,Canceled,1398159837,65,38 Mccormick Pass,KS,71511-6524,86,5.16,UberFresh,13.95,105.11,
8982,454,Canceled,1402448433,229,962 Doe Crossing Parkway,CT,72245,110.75,6.645,UberMelon,11.18,128.575,
8984,941,Out for Delivery,1395937201,157,7 Old Gate Drive,NE,69242,137.5,8.25,UberFresh,8.08,153.83,
8985,297,Processing,1398899107,,26143 Texas Crossing,DE,25584-5573,183,10.98,UberMelon,14.53,208.51,
8986,737,Canceled,1402430656,13,546 Hintze Street,MI,86415,42.5,2.55,UberMelonX,3.84,48.89,
8987,679,Processing,1400555423,59,154 Bartelt Street,NE,12161-0436,56.5,3.39,UberMelonX,13.56,73.45,
8989,188,Delivered,1401524638,,96830 Heath Place,MT,46521-0287,96.5,5.79,UberMelon,14,116.29,1401571293
8991,176,Delivered,1400548378,33,947 Luster Circle,SC,64487-4151,12,0.72,UberMelonX,18.35,31.07,1400625400
8992,409,New,1397518741,6,427 Ryan Drive,TN,95325-3473,331.75,19.905,UberMelon,10.74,362.395,
8993,212,Canceled,1396731163,,13240 Sullivan Road,NM,47713,25.5,1.53,UberMelonX,10.68,37.71,
8994,444,Delivered,1401733483,16,4 Utah Parkway,LA,66995,20,1.2,UberFresh,4.64,25.84,1401768894
8995,208,Processing,1397727795,,1986 Almo Trail,LA,18967-3222,1679.75,100.785,UberMelon,5.03,1785.565,
8996,672,Processing,1400242097,198,54380 8th Road,VA,47552,207.75,12.465,UberMelonX,14.71,234.925,
8997,502,New,1397309167,180,48 Hoepker Circle,WI,21344,1401,84.06,UberMelonX,6.29,1491.35,
8998,151,New,1400733663,,375 Dryden Point,CA,76965,24,1.44,UberMelon,15.25,40.69,
8999,95,Processing,1397171944,,8036 Dryden Lane,NY,14149,66,3.96,UberMelonX,11.8,81.76,
9000,712,New,1394998933,,9 Namekagon Place,KS,52790,40,2.4,UberMelon,3.24,45.64,
9001,217,New,1402130177,99,362 Alpine Street,AK,92620,65.25,3.915,UberMelon,9.21,78.375,
9002,104,Processing,1394597891,86,9 Dovetail Parkway,WV,69145,46.5,2.79,UberMelonX,3.97,53.26,
9003,635,Delivered,1395581098,190,597 Kropf Alley,GA,32295,83.25,4.995,UberFresh,7.43,95.675,1395716943
9004,342,Canceled,1395533234,231,1826 Logan Lane,UT,58176-7424,24,1.44,UberMelon,16.59,42.03,
9005,114,Out for Delivery,1399628379,,2450 Golf Trail,NC,98302-3907,70.25,4.215,UberMelonX,7.72,82.185,
9007,801,Out for Delivery,1400953550,133,30 Bunker Hill Plaza,DE,7572,36.98,2.2188,UberMelonX,13.08,52.2788,
9008,947,Delivered,1396450720,,51243 Rigney Circle,IA,71605,64.25,3.855,UberMelon,2.42,70.525,1396468782
9009,779,Out for Delivery,1398232751,78,25 Lien Drive,UT,69455-2581,44.25,2.655,UberMelon,2.76,49.665,
9010,589,Processing,1398571699,143,1 Mosinee Terrace,NH,97497,33,1.98,UberMelonX,4.33,39.31,
9011,912,Canceled,1398933533,,6754 5th Crossing,FL,68103,61.25,3.675,UberMelon,12.11,77.035,
9014,430,New,1397846291,241,9387 Brentwood Parkway,MI,58362-0634,21.5,1.29,UberMelonX,19.87,42.66,
9016,852,Out for Delivery,1394441579,188,138 Jana Circle,MA,62425,41.65,2.499,UberMelon,19.87,64.019,
9017,470,Out for Delivery,1399788270,,8 Arapahoe Parkway,KS,26372-6287,93,5.58,UberMelon,14.24,112.82,
9018,879,Delivered,1396384436,31,475 Continental Court,OR,50296,5,0.3,UberMelon,10.02,15.32,1396549902
9019,948,Processing,1400740692,140,06 Towne Pass,OR,41317-2184,131,7.86,UberFresh,4.05,142.91,
9020,535,Canceled,1397818407,55,6 Crest Line Avenue,TX,81290-2768,243,14.58,UberFresh,8.92,266.5,
9023,481,Out for Delivery,1395705365,203,901 Darwin Street,TN,61990,21,1.26,UberMelon,10.02,32.28,
9024,612,Out for Delivery,1401424129,,72608 Prairie Rose Park,NH,5955,125.25,7.515,UberFresh,18.02,150.785,
9025,249,Delivered,1395621696,29,8736 Eggendart Way,WA,71438-8234,7542.5,452.55,UberMelonX,9.44,8004.49,1395798039
9026,662,Processing,1398247689,,57 Northview Court,RI,35210-3245,209.75,12.585,UberMelon,12.78,235.115,
9027,554,Out for Delivery,1395054886,46,2803 Ruskin Parkway,UT,89198,37.5,2.25,UberMelon,13.25,53,
9028,165,New,1399310852,47,17069 Lawn Way,IA,53175,282.5,16.95,UberMelon,11.84,311.29,
9029,722,New,1400685328,,451 Vernon Street,MS,24234-2300,168,10.08,UberFresh,5.62,183.7,
9033,156,Canceled,1396882502,,82365 Waywood Center,SD,46337-7699,47.25,2.835,UberMelonX,3.04,53.125,
9035,600,Delivered,1401370785,,3498 Hazelcrest Circle,WA,59314-4966,61,3.66,UberMelon,13.96,78.62,1401459397
9036,54,Canceled,1400402245,141,10 Jay Drive,OR,81055,120,7.2,UberFresh,15.83,143.03,
9037,245,Processing,1397129982,119,9543 Kenwood Point,WV,92895-7646,213.5,12.81,UberMelon,5.41,231.72,
9038,202,New,1399533506,,423 Gateway Lane,IA,04888-6956,60,3.6,UberMelonX,18.97,82.57,
9039,175,Out for Delivery,1399463385,,26854 Tony Hill,NH,84583,25.5,1.53,UberMelon,13.49,40.52,
9040,820,Out for Delivery,1394835594,70,754 Carberry Street,NY,54795-4634,421.5,25.29,UberMelon,8.52,455.31,
9041,610,Out for Delivery,1400393667,147,20719 Redwing Crossing,SC,35578-0555,213.75,12.825,UberFresh,9.15,235.725,
9043,882,Canceled,1395743333,196,1 Green Hill,LA,13801-2209,78.25,4.695,UberFresh,11.96,94.905,
9044,958,Delivered,1400458080,86,2618 Esch Terrace,AZ,27023-0395,432.25,25.935,UberMelon,6.44,464.625,1400484171
9045,213,Delivered,1400022280,,571 Morning Street,IN,68379-7543,34.5,2.07,UberMelon,9.66,46.23,1400149152
9046,828,Out for Delivery,1402446288,195,803 Shoshone Avenue,KS,93926,62.5,3.75,UberFresh,2.33,68.58,
9048,370,New,1402527466,,954 Northport Place,MD,35552-1406,277.5,16.65,UberFresh,17.29,311.44,
9049,453,Delivered,1394991447,94,52031 Valley Edge Avenue,KY,8470,1742.25,104.535,UberMelon,10.56,1857.345,1395111297
9052,122,Out for Delivery,1398954664,40,18034 7th Place,ME,09443-6891,66.25,3.975,UberFresh,7.18,77.405,
9053,187,Processing,1394972479,206,0837 Declaration Plaza,KS,97188-9493,41,2.46,UberFresh,13.69,57.15,
9054,227,Out for Delivery,1399742599,,0691 Glacier Hill Lane,ID,76469,25,1.5,UberMelon,3.07,29.57,
9055,728,New,1394661431,48,901 Stoughton Way,AR,37726,30,1.8,UberFresh,9.74,41.54,
9056,887,New,1396608781,,16 Arapahoe Court,SD,90372-6213,94.25,5.655,UberMelon,4.64,104.545,
9058,136,Processing,1395058035,173,82 Jana Hill,TX,25216-6972,84.5,5.07,UberMelon,18.44,108.01,
9062,154,Out for Delivery,1396262998,,7 Duke Hill,VT,30280-8774,4,0.24,UberMelonX,12.16,16.4,
9063,835,New,1394697039,,493 American Crossing,NM,29307-0061,249.41,14.9646,UberFresh,19.26,283.6346,
9064,160,Processing,1401550148,167,91450 Glendale Parkway,ME,67055-0082,207,12.42,UberMelon,4.42,223.84,
9065,581,Canceled,1400776913,227,19 Amoth Trail,MN,3739,17.5,1.05,UberMelonX,12.17,30.72,
9067,731,Canceled,1397256001,97,697 Lindbergh Center,LA,43785-7083,54.5,3.27,UberMelonX,14.83,72.6,
9068,993,New,1401025629,170,9157 Florence Place,MI,71184,79,4.74,UberMelonX,6.02,89.76,
9069,748,Canceled,1398285565,159,82459 Novick Junction,MS,96578,92,5.52,UberFresh,9.91,107.43,
9071,107,Delivered,1397821389,,4 Ronald Regan Alley,ID,73598-0343,37.5,2.25,UberMelonX,13.89,53.64,1397931303
9073,69,New,1401843145,100,38176 Del Sol Lane,AZ,11329,215,12.9,UberMelonX,17.2,245.1,
9074,449,Processing,1395577425,,71946 Rusk Crossing,FL,94815-3291,219,13.14,UberMelon,12.32,244.46,
9075,464,New,1397764285,,02 Lien Trail,MA,50453,44.75,2.685,UberMelon,15.91,63.345,
9076,90,Out for Delivery,1399130839,,64837 Mosinee Street,IN,88310-9832,15,0.9,UberMelon,12.27,28.17,
9077,129,Out for Delivery,1397063543,33,850 Pleasure Lane,ID,84059,301.5,18.09,UberMelonX,18.87,338.46,
9078,868,Processing,1394164762,123,95341 Cordelia Parkway,AK,15806-3492,44.25,2.655,UberMelon,14.79,61.695,
9079,585,New,1394269610,,9 Dawn Pass,DE,33806-2507,1816.5,108.99,UberMelonX,6.28,1931.77,
9080,800,Out for Delivery,1399338914,235,46 Muir Avenue,NE,67343,226,13.56,UberMelon,2.67,242.23,
9083,493,Canceled,1399404870,200,1 Granby Place,UT,54341,59.5,3.57,UberMelonX,2.12,65.19,
9084,888,Canceled,1402171682,37,8 American Ash Street,ND,99575,77.75,4.665,UberMelon,6.99,89.405,
9086,71,Canceled,1400057616,135,8920 Kropf Avenue,VT,74406,61.25,3.675,UberFresh,12.33,77.255,
9087,585,Delivered,1399413789,,9 Dawn Pass,DE,33806-2507,29.75,1.785,UberMelon,8.16,39.695,1399578864
9088,81,Canceled,1402278436,121,462 Shelley Park,AK,72617-4048,192.5,11.55,UberFresh,2.57,206.62,
9091,444,Processing,1400250983,191,3480 Rutledge Street,NV,50351-4980,51.42,3.0852,UberMelonX,8.89,63.3952,
9092,538,Delivered,1399918926,,23 Gina Hill,NE,17145-8770,242.5,14.55,UberMelonX,4.08,261.13,1399938782
9095,581,Out for Delivery,1402253071,110,19 Amoth Trail,MN,3739,259.25,15.555,UberMelon,15.4,290.205,
9096,617,Delivered,1395752465,220,5 Clarendon Terrace,WY,37543-7258,99.25,5.955,UberMelon,9.83,115.035,1395864845
9098,817,Processing,1397360640,104,6 Waywood Pass,SD,92280-2161,168.4,10.104,UberFresh,8.43,186.934,
9099,452,Delivered,1400767418,240,81756 Kenwood Plaza,NE,98023-8158,2.5,0.15,UberFresh,11.66,14.31,1400872703
9100,853,New,1397577639,,385 Rusk Alley,MT,19509,59,3.54,UberMelon,12.09,74.63,
9101,582,Processing,1400985651,,2 Knutson Way,OR,64378-2684,278,16.68,UberMelonX,14.91,309.59,
9102,553,Out for Delivery,1399975145,240,1069 Gerald Trail,ND,23047-8253,68.5,4.11,UberMelon,10.77,83.38,
9104,406,New,1400843629,237,23 Scoville Plaza,WY,50264-3593,84.25,5.055,UberFresh,13.65,102.955,
9107,479,Delivered,1396308283,242,0 Trailsway Court,UT,53931,147.75,8.865,UberFresh,2.5,159.115,1396387979
9108,64,New,1402123273,193,482 Browning Parkway,SD,55055-7837,45.5,2.73,UberMelon,7.09,55.32,
9109,468,Canceled,1400612365,137,8 Fordem Way,IA,34174,52.95,3.177,UberMelon,13.38,69.507,
9111,930,Processing,1395023979,,30 Victoria Parkway,DE,62291,20,1.2,UberMelonX,17.56,38.76,
9112,987,Processing,1399100021,,736 Valley Edge Alley,WA,54300-4007,456,27.36,UberMelonX,19.65,503.01,
9113,695,Processing,1400877637,,870 Independence Lane,IL,40488,60,3.6,UberFresh,5.5,69.1,
9115,678,Processing,1396631075,248,9312 Weeping Birch Junction,WA,22508-6624,25,1.5,UberFresh,8.73,35.23,
9118,598,Processing,1398559413,27,4268 Pine View Road,IA,49434,22.5,1.35,UberMelon,16.35,40.2,
9119,645,Out for Delivery,1400096998,237,72 Golf Course Way,SD,28912-7317,104,6.24,UberMelonX,14.25,124.49,
9120,107,Delivered,1395765944,102,4 Ronald Regan Alley,ID,73598-0343,60,3.6,UberFresh,2.8,66.4,1395907771
9121,111,Processing,1400663016,87,519 Pierstorff Plaza,WI,93352,14,0.84,UberFresh,11.94,26.78,
9123,834,Delivered,1394073526,192,706 High Crossing Street,VT,79550-5503,54.75,3.285,UberMelon,8.05,66.085,1394089549
9126,951,Canceled,1401759532,153,1 Valley Edge Place,KS,56514-4637,170.5,10.23,UberFresh,18.2,198.93,
9127,598,Out for Delivery,1396973119,138,1896 Harper Avenue,NV,25798-8205,13.44,0.8064,UberMelonX,11.83,26.0764,
9128,632,Canceled,1402292922,99,54298 Manufacturers Place,OR,4645,263.25,15.795,UberFresh,2.76,281.805,
9129,2,Canceled,1398847332,186,4 Commercial Lane,MO,57592-9230,35,2.1,UberMelon,11.3,48.4,
9130,286,Delivered,1398363661,3,9 Weeping Birch Drive,OR,99663-2411,28.49,1.7094,UberMelon,4.52,34.7194,1398389514
9131,487,Out for Delivery,1399864245,240,40357 Monterey Trail,CT,86243,57.95,3.477,UberFresh,14.82,76.247,
9132,828,Delivered,1402330274,,803 Shoshone Avenue,KS,93926,14,0.84,UberFresh,14.72,29.56,1402405065
9134,380,New,1397856815,,7 Kennedy Center,NC,69460,17.5,1.05,UberFresh,11.01,29.56,
9135,180,Delivered,1401569627,231,982 Fuller Plaza,CA,95082,247.5,14.85,UberFresh,6.02,268.37,1401651374
9137,574,Canceled,1398399098,141,539 Hansons Terrace,HI,24093,111.45,6.687,UberFresh,8.89,127.027,
9138,621,Out for Delivery,1401570629,,52903 Columbus Drive,MI,21898-5526,111.25,6.675,UberMelon,12.86,130.785,
9140,812,Delivered,1396532356,,8159 Ilene Road,GA,73147-5899,93.48,5.6088,UberFresh,19.25,118.3388,1396575313
9142,384,Canceled,1394222869,,5 Walton Avenue,AR,64513-5147,273.25,16.395,UberFresh,2.88,292.525,
9144,681,Out for Delivery,1398645036,23,83 Mcguire Drive,MD,71644-7084,135,8.1,UberMelonX,8.1,151.2,
9145,770,Out for Delivery,1400327754,,46 Miller Parkway,WI,98248-5923,172,10.32,UberMelonX,17.39,199.71,
9147,363,Delivered,1395936295,,35 Hintze Alley,MD,78322-9451,13,0.78,UberMelon,3.32,17.1,1396013861
9149,407,Canceled,1401419439,,846 Oak Valley Lane,NJ,56886-7318,75,4.5,UberMelonX,3.95,83.45,
9153,9,Out for Delivery,1394202862,,3 1st Pass,AZ,87944,15.75,0.945,UberMelonX,2.03,18.725,
9158,728,Out for Delivery,1394274454,230,901 Stoughton Way,AR,37726,248.5,14.91,UberFresh,6.81,270.22,
9159,663,Processing,1395818124,,7318 Sullivan Center,ME,72712-1998,84.5,5.07,UberFresh,3.41,92.98,
9160,500,New,1394731319,,3 Doe Crossing Way,MS,69791-8026,87.69,5.2614,UberMelonX,16.36,109.3114,
9162,758,Processing,1395604957,,750 Myrtle Park,MD,50344-4559,27.63,1.6578,UberMelonX,9.39,38.6778,
9165,745,Canceled,1396027789,,51796 Sauthoff Center,KY,98019,20,1.2,UberMelonX,19.43,40.63,
9166,502,New,1395902570,93,48 Hoepker Circle,WI,21344,157.5,9.45,UberMelonX,12.47,179.42,
9167,272,Processing,1399415599,,8 Nobel Hill,AR,31487,84.78,5.0868,UberFresh,11.48,101.3468,
9168,90,Delivered,1397872034,97,64837 Mosinee Street,IN,88310-9832,110.5,6.63,UberFresh,13.02,130.15,1397911232
9171,441,Canceled,1395866056,56,3 Sachs Junction,CO,28000-0455,45.75,2.745,UberFresh,16.92,65.415,
9172,648,Canceled,1400043624,22,472 Hayes Trail,NC,94799-9964,50.44,3.0264,UberMelon,6.02,59.4864,
9173,217,New,1396932911,,362 Alpine Street,AK,92620,207,12.42,UberFresh,12.68,232.1,
9174,212,Canceled,1402523930,227,13240 Sullivan Road,NM,47713,32,1.92,UberFresh,9.82,43.74,
9175,289,Processing,1401516291,229,17069 Vidon Pass,IA,91694,2.5,0.15,UberMelon,10.66,13.31,
9176,486,Canceled,1400674802,,8173 Graedel Junction,TN,48667-7472,63.25,3.795,UberMelonX,12.31,79.355,
9177,483,Processing,1402258150,246,570 Redwing Terrace,NE,28836,71.5,4.29,UberFresh,8.99,84.78,
9178,970,New,1400883122,,5908 Welch Trail,CO,47223,71.59,4.2954,UberMelonX,19.72,95.6054,
9179,808,Out for Delivery,1397879576,,07 Corry Parkway,ME,31479-9712,136,8.16,UberFresh,7.82,151.98,
9180,760,Out for Delivery,1399366225,91,5273 Washington Terrace,NV,76471-3047,354.5,21.27,UberMelon,13.9,389.67,
9182,796,New,1396780971,,57280 Graedel Alley,MS,47328-7586,224,13.44,UberFresh,12.86,250.3,
9183,279,Delivered,1398545798,,81034 Debra Plaza,KS,80464,210,12.6,UberMelonX,16.92,239.52,1398633675
9184,888,Canceled,1398181977,,8 American Ash Street,ND,99575,19.75,1.185,UberFresh,8.15,29.085,
9186,672,Processing,1400482544,17,54380 8th Road,VA,47552,44.5,2.67,UberMelonX,7.74,54.91,
9188,79,Canceled,1397169361,156,43 Sycamore Junction,WV,41426,203.25,12.195,UberMelonX,8.47,223.915,
9189,431,Processing,1401294696,,03 Independence Place,HI,894,31.41,1.8846,UberMelonX,3.79,37.0846,
9190,634,Delivered,1400769828,,65 Fallview Place,ID,56056-7359,2581.75,154.905,UberMelon,3.9,2740.555,1400806056
9192,926,Processing,1401103926,,32 Forster Hill,SD,15537-0531,42.5,2.55,UberFresh,5.84,50.89,
9193,180,Canceled,1396672051,,982 Fuller Plaza,CA,95082,354.5,21.27,UberMelonX,12.63,388.4,
9195,988,Canceled,1397630737,237,0145 Forest Run Hill,IA,85462,440.5,26.43,UberMelonX,5.31,472.24,
9196,892,New,1402382418,139,1794 Summer Ridge Hill,VT,09067-8988,250.5,15.03,UberFresh,5.4,270.93,
9198,200,Canceled,1400434147,123,4 Twin Pines Circle,NV,74993-2064,40.5,2.43,UberMelonX,4.99,47.92,
9199,621,Canceled,1396946497,224,64852 Lien Terrace,AZ,94873-5385,224.5,13.47,UberFresh,10.5,248.47,
9200,897,Out for Delivery,1395676823,191,6 Nelson Trail,ME,61398-1153,334,20.04,UberMelonX,19.86,373.9,
9201,637,Delivered,1394281970,13,5 La Follette Junction,MO,93152,27.75,1.665,UberMelon,15.3,44.715,1394370415
9202,197,Out for Delivery,1394027288,85,2537 Mosinee Point,GA,99486,101.5,6.09,UberMelonX,15.76,123.35,
9203,607,New,1398757261,,6490 Ryan Pass,AR,34731-5733,43.5,2.61,UberFresh,16.77,62.88,
9205,192,Canceled,1396636859,67,7 Moulton Junction,OR,79150,95.5,5.73,UberMelon,14.91,116.14,
9208,796,Delivered,1394432929,24,57280 Graedel Alley,MS,47328-7586,34.75,2.085,UberMelonX,15.49,52.325,1394504869
9210,738,Canceled,1398764514,46,61 Hudson Drive,MN,82568,20,1.2,UberFresh,8.95,30.15,
9211,312,Out for Delivery,1396519159,102,23964 Loeprich Trail,TN,57965,488.91,29.3346,UberMelon,5.75,523.9946,
9212,382,Processing,1402186361,84,1 Springs Junction,NJ,16120,66.5,3.99,UberMelon,16.15,86.64,
9213,706,Processing,1394138874,,356 Nancy Junction,NY,22628-4315,31.75,1.905,UberMelon,17.22,50.875,
9214,341,New,1400301272,,70 Dakota Street,CA,1121,22.45,1.347,UberMelon,2.17,25.967,
9216,145,Canceled,1399187612,,4389 Straubel Way,MI,31683-8257,245,14.7,UberMelonX,5.76,265.46,
9217,358,Delivered,1396316794,,31098 Starling Plaza,NC,8970,220,13.2,UberMelonX,11.9,245.1,1396446379
9221,885,New,1394776444,,08 Glacier Hill Crossing,CO,62041-3509,57.75,3.465,UberMelon,18.13,79.345,
9222,480,Delivered,1401234479,,9 Rutledge Crossing,LA,86498,61.75,3.705,UberMelon,14.64,80.095,1401303104
9223,218,Processing,1398402992,20,73915 Eagle Crest Way,OH,74666,56.75,3.405,UberMelonX,2.18,62.335,
9224,472,Delivered,1397522567,112,78341 Oriole Center,PA,70304,321,19.26,UberMelonX,16.14,356.4,1397602399
9227,362,New,1402514090,,3 Holmberg Hill,RI,82844-7297,387,23.22,UberMelon,19.54,429.76,
9229,392,Delivered,1395100439,78,50 Toban Terrace,CO,36894-9031,35.5,2.13,UberMelonX,13.18,50.81,1395159892
9233,707,Processing,1398884511,80,1 Cardinal Lane,SD,68792,131.75,7.905,UberMelon,3.31,142.965,
9234,23,Delivered,1400412399,232,4206 Raven Center,CT,58997,277,16.62,UberMelonX,10.78,304.4,1400454706
9235,461,Canceled,1399523216,,7 Meadow Valley Parkway,CO,75224-5180,12,0.72,UberMelon,13.68,26.4,
9236,749,New,1398266192,187,32 7th Place,HI,82611-2189,391.75,23.505,UberFresh,6.02,421.275,
9237,823,Delivered,1397910439,164,09 Grover Center,MT,45529,183,10.98,UberFresh,19.6,213.58,1398081081
9239,569,Processing,1396904307,40,32 Prentice Road,VT,69123,85,5.1,UberFresh,17.95,108.05,
9243,29,Delivered,1398064567,28,08542 Trailsway Junction,VA,13266-0204,201.25,12.075,UberFresh,17.39,230.715,1398158775
9244,241,Canceled,1395340618,234,9342 Lukken Road,MS,74844,42.5,2.55,UberMelon,6.28,51.33,
9245,937,New,1397438292,,60 Canary Plaza,CA,5403,30.99,1.8594,UberFresh,4.86,37.7094,
9246,873,Processing,1397041150,209,95 Commercial Street,NC,60465-5925,344.5,20.67,UberMelonX,4.58,369.75,
9247,399,Out for Delivery,1398882153,232,1039 Lake View Trail,AL,07144-4224,155.5,9.33,UberFresh,13.78,178.61,
9248,659,Delivered,1401953038,248,13 La Follette Crossing,SD,54639,260,15.6,UberFresh,2.7,278.3,1402001200
